"","Team","Season","Player1","Player2","Arch1","Arch2","Lebron1","Lebron2","WinsAdded1","WinsAdded2","MPG1","MPG2","PM0","PM1","PM2","PM3","ActM0","ActM1","ActM2","ActM3","Stack/Stagger","SuggM0","suggM1","SuggM2","SuggM3","SuggProp","ActualProp","DiffProp","Stack","GamesPlayed","ActM0_PerGame","ActM1_PerGame","ActM2_PerGame","ActM3_PerGame","ActSum","max_m0","ActM0_Prop","NewArch1","NewArch2","Double_Arch","NewDouble_Arch","NewSugg0","NewSugg1","NewSugg2","NewSugg3","StackSugg0","StackSugg1","StackSugg2","StackSugg3","StaggerSugg0","StaggerSugg1","StaggerSugg2","StaggerSugg3","suggM0_Prop","FinalStack","FinalCompStack","RealGameScore","SuggGameScore","GameImprovement","StackGameScore","StackImprovement","StaggerGameScore","StaggerImprovement","Diff_M0_PerGame","Diff_M1_PerGame","Diff_M2_PerGame","Diff_M3_PerGame","NDA_factor"
"155","PHI",2011,"Andre Iguodala","Elton Brand","Secondary Ball Handler","Post Scorer",2.92,1.59,8.7,7.4,36.2128851540616,33.9122315592904,-5.15,5.37,3.7,3.23,467,476,322,1948,-10.99,0,13.3,11.1,23.6,0.578307830783078,0.709395484340859,-0.131087653557781,FALSE,66.9375,6.97665732959851,7.11111111111111,4.81045751633987,29.1017740429505,48,11.79,0.591743624223792,"On Ball","On_Ball_Big","Post Scorer Secondary Ball Handler","On Ball On_Ball_Big",3.57,10.52,8.22,25.7,11.79,2.3,0,33.92,0,14.09,11.79,22.13,0.302798982188295,FALSE,FALSE,2.37613134142546,3.93164583333333,1.55551449190787,1.27487708333333,-1.10125425809213,3.97429583333333,1.59816449190788,-3.40665732959851,3.40888888888889,3.40954248366013,-3.40177404295051,"On Ball On_Ball_Big"
"156","MEM",2012,"Marc Gasol","Mike Conley","Post Scorer","Primary Ball Handler",4.18,2.46,10.4,7.1,36.3093622795115,34.876526458616,-14.41,6.33,2.39,6.53,470,336,248,1894,-16.6,0,12.9,11.5,23.6,0.576395039858282,0.764326069410815,-0.187931029552533,FALSE,61.4166666666667,7.65264586160109,5.4708276797829,4.03799185888738,30.8385345997286,48,11.69,0.65463181023106,"On_Ball_Big","On Ball","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",2.84,10.28,8.85,26.03,11.69,1.43,0,34.88,0,13.12,11.69,23.19,0.242942686056459,FALSE,FALSE,2.82046132971506,5.484375,2.66391367028494,1.42427916666667,-1.39618216304839,5.46707083333333,2.64660950361827,-4.81264586160109,4.8091723202171,4.81200814111262,-4.80853459972863,"On Ball On_Ball_Big"
"157","MEM",2011,"Mike Conley","Zach Randolph","Primary Ball Handler","Post Scorer",2.88,2.71,10,9.2,34.9318681318681,35.9208791208791,-6.65,7.33,1.01,5.5,552,364,439,2285,-9.49,0,11.7,12.5,23.8,0.60475651189128,0.739961139896373,-0.135204628005093,FALSE,75.8333333333333,7.27912087912088,4.8,5.78901098901099,30.1318681318681,48,12.08,0.602576231715305,"On Ball","On_Ball_Big","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",3.85,8.23,9.22,26.7,12.08,0,0.99,34.93,0,12.08,13.07,22.85,0.318708609271523,FALSE,FALSE,3.29895879120879,4.77679166666667,1.47783287545788,2.34964375,-0.949315041208792,4.73796041666667,1.43900162545788,-3.42912087912088,3.43,3.43098901098901,-3.43186813186814,"On Ball On_Ball_Big"
"158","BOS",2010,"Rajon Rondo","Ray Allen","Shot Creator","Off Screen Shooter",2.73,1.76,10,7.7,36.594807238395,35.0841856805665,-6.06,-2.5,10.1,6.73,539,487,367,2420,-6.93,0,12.8,11.4,23.8,0.64275893675527,0.739156994502138,-0.0963980577468676,FALSE,79.4375,6.78520849724626,6.13060582218725,4.61998426435877,30.4642014162077,48,11.41,0.594672085648226,"On Ball","Off Ball","Off Screen Shooter Shot Creator","Off Ball On Ball",4.37,8.55,7.04,28.05,11.41,1.51,0,35.09,0,12.92,11.41,23.68,0.382997370727432,FALSE,FALSE,4.06752163650669,5.06904166666667,1.00152003015998,3.40075208333333,-0.666769553173354,5.04807083333333,0.980549196826646,-2.41520849724626,2.41939417781275,2.42001573564123,-2.41420141620771,"Off Ball On Ball"
"159","GSW",2014,"Stephen Curry","Klay Thompson","Shot Creator","Shot Creator",5.47,1.93,14.7,8.2,36.2483203439936,35.2421392098898,-11.61,1.57,1.14,10.73,556,433,355,2377,-3.59,0,12.6,11.5,23.9,0.720163618864293,0.751026856240126,-0.0308632373758337,FALSE,77.5208333333333,7.1722655200215,5.58559527008869,4.57941413598495,30.6627250739049,48,11.75,0.610405576172042,"On Ball","On Ball","Shot Creator Shot Creator","On Ball On Ball",6.44,6.32,5.31,29.93,11.75,1.01,0,35.24,0,12.76,11.75,23.49,0.548085106382979,TRUE,FALSE,5.41106154259608,6.02789583333333,0.616834290737255,5.0686125,-0.342449042596076,5.94741458333333,0.536353040737256,-0.7322655200215,0.734404729911314,0.730585864015049,-0.732725073904867,"On Ball On Ball"
"160","ORL",2016,"Victor Oladipo","Aaron Gordon","Primary Ball Handler","Roll + Cut Big",1.08,1.31,5.4,4.6,32.6766519823789,23.1612334801762,-2.28,-1.49,-3.83,0.78,744,1018,343,1300,3.82,15,9.1,0,23.9,0.47335092348285,0.488538143555054,-0.0151872200722049,TRUE,70.9375,10.4881057268722,14.3506607929515,4.8352422907489,18.3259911894273,48,15.32,0.684602201492966,"On Ball","Off_Ball_Big","Primary Ball Handler Roll + Cut Big","Off_Ball_Big On Ball",10.1,14.74,5.22,17.94,15.32,9.52,0,23.16,0,24.84,15.32,7.84,0.659268929503916,TRUE,FALSE,-1.03166813509545,-0.606604166666667,0.425063968428781,-0.646866666666667,0.384801468428781,-1.86608333333333,-0.834415198237886,-0.388105726872247,0.389339207048458,0.384757709251101,-0.385991189427312,"Off_Ball_Big On Ball"
"161","CHI",2017,"Jimmy Butler","Nikola Mirotic","Shot Creator","Movement Shooter",4.91,1.24,13.3,4,36.9173630454967,23.9628597957289,-0.83,-2.34,-6.52,13.32,240,1378,506,1107,21.35,11,13,0,24,0.555044699872286,0.370110330992979,0.184934368879307,TRUE,67.3125,3.56545961002786,20.4716805942433,7.51717734447539,16.4456824512535,48,11.08,0.321792383576521,"On Ball","Off Ball","Movement Shooter Shot Creator","Off Ball On Ball",8.85,15.19,2.23,21.73,11.08,12.96,0,23.96,0,24.04,11.08,12.88,0.798736462093863,TRUE,TRUE,2.48294645620551,5.83604166666667,3.35309521046116,5.82550833333333,3.34256187712782,0.897216666666668,-1.58572978953884,5.28454038997215,-5.28168059424327,-5.28717734447539,5.28431754874652,"Off Ball On Ball"
"162","IND",2013,"Paul George","George Hill","Secondary Ball Handler","Secondary Ball Handler",3.06,3.08,10.8,9.6,37.2466244144392,34.0854229815376,-5.86,-1.92,6.06,9.08,548,504,265,2312,-0.92,0,13.5,10.4,24.1,0.711132437619962,0.750405712431029,-0.0392732748110673,FALSE,75.6041666666667,7.248277762469,6.66629925599339,3.50509782309176,30.5803251584459,48,10.75,0.674258396508744,"On Ball","On Ball","Secondary Ball Handler Secondary Ball Handler","On Ball On Ball",6.31,7.6,4.44,29.64,10.75,3.16,0,34.08,0,13.91,10.75,23.33,0.586976744186047,TRUE,FALSE,5.07575089556352,5.33191666666667,0.25616577110315,5.00800416666667,-0.0677467288968501,5.21404583333333,0.138294937769817,-0.938277762468999,0.933700744006614,0.93490217690824,-0.940325158445852,"On Ball On Ball"
"163","PHI",2013,"Thaddeus Young","Jrue Holiday","Athletic Finisher","Shot Creator",1.25,-0.43,6.3,3.6,34.4023054755043,37.4178674351585,-9.77,2.85,-9.81,0.19,499,266,484,2221,-2.62,0,10.5,13.4,24.1,0.701895734597156,0.747559744193874,-0.0456640095967178,FALSE,72.2916666666667,6.90259365994236,3.67953890489914,6.69510086455331,30.7227665706052,48,10.58,0.652419060486046,"Off Ball","On Ball","Athletic Finisher Shot Creator","Off Ball On Ball",5.8,4.78,7.8,29.62,10.58,0,3.02,34.4,0,10.58,13.6,23.82,0.54820415879017,TRUE,FALSE,-2.43319308357349,-2.01979166666667,0.41340141690682,-2.63451666666667,-0.20132358309318,-2.057025,0.376168083573487,-1.10259365994236,1.10046109510087,1.10489913544669,-1.10276657060518,"Off Ball On Ball"
"164","ATL",2018,"John Collins","Kent Bazemore","Roll + Cut Big","Secondary Ball Handler",0.12,-0.05,2.9,2.7,22.8393928697494,27.3293328626897,9.08,-5.07,-2.77,-7.63,439,781,1046,567,9.29,20.5,0,3.4,24.1,0.556141439205955,0.236842105263158,0.319299333942798,TRUE,59.0208333333333,7.43805153547476,13.2326156018355,17.7225555947759,9.60677726791387,48,20.67,0.359847679510148,"Off_Ball_Big","On Ball","Roll + Cut Big Secondary Ball Handler","Off_Ball_Big On Ball",15.76,4.91,9.4,17.93,20.67,0,4.49,22.84,0,20.67,25.16,2.17,0.762457668118045,TRUE,TRUE,-2.54048005647723,-0.1491875,2.39129255647723,0.0203562500000007,2.56083630647723,-3.98015,-1.43966994352277,8.32194846452524,-8.32261560183551,-8.32255559477585,8.32322273208613,"Off_Ball_Big On Ball"
"165","TOR",2021,"Fred VanVleet","Pascal Siakam","Primary Ball Handler","Shot Creator",3.29,2.45,6.9,6.3,36.6421937195931,35.6019460415745,-15.64,4.42,14.4,2.52,324,260,211,1466,-31.94,0,12.2,11.5,24.3,0.542600896860987,0.75684047496128,-0.214239578100294,FALSE,47.1041666666667,6.87837240159222,5.51968155683326,4.47943387881468,31.1225121627598,48,11.36,0.605490528309174,"On Ball","On Ball","Primary Ball Handler Shot Creator","On Ball On Ball",1.17,11.23,10.19,25.41,11.36,1.04,0,35.6,0,12.4,11.36,24.24,0.102992957746479,FALSE,FALSE,1.24482972136223,5.84916666666667,4.60433694530444,-1.7367,-2.98152972136223,5.82243333333333,4.5776036119711,-5.70837240159222,5.71031844316674,5.71056612118532,-5.71251216275984,"On Ball On Ball"
"166","CHI",2021,"Zach LaVine","Thaddeus Young","Primary Ball Handler","Post Scorer",1.32,0.84,4.9,3.5,35.0394484871697,24.2849482956722,-6.57,-5.15,4.86,6.97,327,963,378,943,0.69,12.9,10.8,0,24.3,0.468680366427333,0.412872154115587,0.0558082123117468,TRUE,54.3958333333333,6.01148985063194,17.7035618536959,6.94906166219839,17.3358866334738,48,12.96,0.463849525511724,"On Ball","On_Ball_Big","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",7.61,16.11,5.35,18.93,12.96,10.76,0,24.28,0,23.72,12.96,11.32,0.587191358024691,TRUE,TRUE,0.49864036767522,0.604125,0.10548463232478,0.5973,0.0986596323247803,0.411,-0.0876403676752195,1.59851014936806,-1.5935618536959,-1.59906166219839,1.59411336652624,"On Ball On_Ball_Big"
"167","TOR",2012,"Jose Calderon","Amir Johnson","Primary Ball Handler","Roll + Cut Big",1.56,0.5,4.7,2.9,33.6534181240064,24.362480127186,-2.27,-10.49,-5.78,0.45,471,768,281,996,14.45,14.1,9.6,0,24.3,0.570500676589986,0.487041564792176,0.0834591117978105,TRUE,52.4166666666667,8.98569157392687,14.6518282988871,5.36089030206677,19.0015898251192,48,14.35,0.626180597486193,"On Ball","Off_Ball_Big","Primary Ball Handler Roll + Cut Big","Off_Ball_Big On Ball",11.06,12.58,3.29,21.08,14.35,9.29,0,24.37,0,23.64,14.35,10.02,0.770731707317073,TRUE,TRUE,-4.0943839427663,-2.537,1.5573839427663,-2.48041875,1.6139651927663,-6.80036666666667,-2.70598272390037,2.07430842607313,-2.07182829888712,-2.07089030206677,2.07841017488076,"Off_Ball_Big On Ball"
"168","MIN",2018,"KarlAnthony Towns","Jimmy Butler","Post Scorer","Shot Creator",4.6,4.3,13.3,9.5,35.1473573678684,36.3570178508925,-14.41,4.77,-2.52,10.28,450,243,315,1849,-6.38,0,11.3,12.4,24.3,0.646097167856321,0.768176152887412,-0.122078985031091,FALSE,59.5208333333333,7.56037801890094,4.08260413020651,5.29226461323066,31.0647532376619,48,11.64,0.649517011933071,"On_Ball_Big","On Ball","Post Scorer Shot Creator","On Ball On_Ball_Big",4.56,7.08,8.29,28.06,11.64,0,1.21,35.14,0,11.64,12.85,23.5,0.391752577319588,FALSE,FALSE,4.51121106055303,5.6761875,1.16497643944697,3.96786666666667,-0.543344393886361,5.51501666666667,1.00380560611364,-3.00037801890095,2.99739586979349,2.99773538676934,-3.00475323766188,"On Ball On_Ball_Big"
"169","CLE",2015,"LeBron James","Kyrie Irving","Shot Creator","Shot Creator",5.45,2.77,12.9,9.4,36.1456869009585,36.2990415335463,-17.41,13.85,4.5,11.4,218,545,555,1812,-24.36,0,11.6,11.9,24.5,0.575935596170583,0.622252747252747,-0.0463171510821642,FALSE,65.2083333333333,3.34313099041534,8.35782747603834,8.5111821086262,27.7878594249201,48,11.7,0.28573769148849,"On Ball","On Ball","Shot Creator Shot Creator","On Ball On Ball",2.03,9.67,9.82,26.47,11.7,0,0.15,36.14,0,11.7,11.85,24.44,0.173504273504273,FALSE,FALSE,8.59653993610224,10.2814583333333,1.6849183972311,4.353625,-4.24291493610224,10.291375,1.69483506389776,-1.31313099041534,1.31217252396166,1.3088178913738,-1.31785942492013,"On Ball On Ball"
"170","HOU",2015,"James Harden","Trevor Ariza","Shot Creator","Movement Shooter",5.39,0.87,15.3,6.3,36.5673396371071,35.4755941732686,-9.08,8.34,0.98,4.52,324,697,608,2284,-13.88,0,12.3,11.2,24.5,0.602803738317757,0.636388966285873,-0.0335852279681165,FALSE,81.5208333333333,3.97444416049067,8.54996166624074,7.45821620240225,28.0173779708663,48,11.43,0.34772039899306,"On Ball","Off Ball","Movement Shooter Shot Creator","Off Ball On Ball",3.05,9.47,8.38,27.09,11.43,1.09,0,35.47,0,12.52,11.43,24.04,0.266841644794401,FALSE,FALSE,3.52429849220547,4.672875,1.14857650779453,1.36730416666667,-2.1569943255388,4.67247916666667,1.1481806744612,-0.924444160490673,0.920038333759264,0.921783797597752,-0.927377970866345,"Off Ball On Ball"
"171","NOP",2018,"Anthony Davis","Jrue Holiday","Post Scorer","Slasher",4.69,2.29,12.6,9,35.8270509977827,35.5077605321508,-14.68,-2.01,-1.68,6.44,472,467,443,2226,-4.55,0,11.9,11.6,24.5,0.70622009569378,0.709821428571429,-0.00360133287764863,FALSE,75.1666666666667,6.27937915742794,6.21286031042129,5.89356984478936,29.6141906873614,48,12.17,0.515971993215114,"On_Ball_Big","On Ball","Post Scorer Slasher","On Ball On_Ball_Big",6.19,6.3,5.98,29.52,12.17,0.32,0,35.5,0,12.49,12.17,23.33,0.508627773212818,TRUE,FALSE,1.58635532150776,2.38277083333333,0.796415511825572,1.027525,-0.558830321507761,2.18113958333333,0.594784261825573,-0.0893791574279375,0.0871396895787138,0.0864301552106435,-0.0941906873614187,"On Ball On_Ball_Big"
"172","LAC",2012,"Chris Paul","Blake Griffin","Shot Creator","Post Scorer",5.95,4.55,12,11.1,36.0330578512397,35.9669421487603,-18.57,1.68,3.83,7.8,409,319,315,1861,-16.28,0,11.8,11.6,24.6,0.590457256461233,0.745891783567134,-0.155434527105902,FALSE,60.5,6.7603305785124,5.27272727272727,5.20661157024793,30.7603305785124,48,11.97,0.564772813576641,"On Ball","On_Ball_Big","Post Scorer Shot Creator","On Ball On_Ball_Big",2.73,9.3,9.24,26.73,11.97,0.06,0,35.97,0,12.03,11.97,24,0.228070175438596,FALSE,FALSE,2.98314049586777,5.33608333333333,2.35294283746557,1.21633125,-1.76680924586777,5.27615625,2.29301575413223,-4.0303305785124,4.02727272727273,4.03338842975207,-4.03033057851239,"On Ball On_Ball_Big"
"173","MIA",2013,"LeBron James","Dwyane Wade","Shot Creator","Shot Creator",7.4,3.48,18.1,9.4,37.5108958837772,34.3874092009685,-13.5,2.93,4.14,14.61,288,649,434,1933,-5.96,0,13.3,10.1,24.6,0.664351851851852,0.640915119363395,0.0234367324884566,FALSE,68.8333333333333,4.18401937046005,9.42857142857143,6.30508474576271,28.0823244552058,48,10.49,0.398857899948527,"On Ball","On Ball","Shot Creator Shot Creator","On Ball On Ball",4.8,8.81,5.69,28.7,10.49,3.12,0,34.39,0,13.61,10.49,23.9,0.457578646329838,FALSE,TRUE,8.49015133171913,9.17060416666667,0.680452834947536,7.70759375,-0.782557581719129,9.01010208333333,0.519950751614203,0.615980629539951,-0.618571428571428,-0.615084745762712,0.617675544794185,"On Ball On Ball"
"174","TOR",2016,"Kyle Lowry","DeMar DeRozan","Primary Ball Handler","Shot Creator",4.98,1.04,13.8,6.3,36.9422028353326,35.7513631406761,-2.61,13.36,1.68,4.08,248,688,597,2135,-13.57,0,12.1,11,24.9,0.618930957683742,0.624269005847953,-0.00533804816421157,FALSE,76.4166666666667,3.2453653217012,9.00327153762268,7.81243184296619,27.9389312977099,48,11.06,0.293432669231573,"On Ball","On Ball","Primary Ball Handler Shot Creator","On Ball On Ball",3.1,9.15,7.96,27.79,11.06,1.19,0,35.75,0,12.25,11.06,24.69,0.280289330922242,FALSE,FALSE,4.9776881134133,5.86933333333333,0.89164521992003,2.76857916666667,-2.20910894674664,5.89533333333333,0.91764521992003,-0.145365321701199,0.146728462377318,0.147568157033806,-0.148931297709922,"On Ball On Ball"
"175","OKC",2013,"Kevin Durant","Russell Westbrook","Shot Creator","Shot Creator",5.42,3.2,16.1,10.7,34.8567511994517,30.4976010966415,2.34,13.14,6.9,10.99,564,500,235,1619,-6.71,0,13.1,9.5,25.4,0.508310249307479,0.687765505522515,-0.179455256215036,FALSE,60.7916666666667,9.27758738862234,8.22481151473612,3.86566141192598,26.6319396847156,48,13.14,0.706056878890589,"On Ball","On Ball","Shot Creator Shot Creator","On Ball On Ball",4.67,12.83,8.47,22.02,13.14,4.36,0,30.49,0,17.5,13.14,17.35,0.355403348554033,FALSE,FALSE,9.35711788896504,10.7672916666667,1.41017377770162,8.81506458333333,-0.542053305631711,10.6519270833333,1.29480919436829,-4.60758738862234,4.60518848526388,4.60433858807402,-4.61193968471556,"On Ball On Ball"
"176","DAL",2010,"Jason Kidd","Dirk Nowitzki","Stationary Shooter","Post Scorer",2.87,2.53,10,9.9,35.6274458648578,37.1927993738586,-12.14,-1.83,0.09,5.87,377,486,611,2359,-4.53,0,10.5,12,25.5,0.717047866069323,0.682581018518518,0.0344668475508049,FALSE,79.8541666666667,4.72110618314636,6.08609444299504,7.65144795199583,29.5413514218628,48,10.81,0.436735077071819,"Off Ball","On_Ball_Big","Post Scorer Stationary Shooter","Off Ball On_Ball_Big",5.59,5.22,6.78,30.41,10.81,0,1.56,35.63,0,10.81,12.37,24.82,0.517113783533765,TRUE,TRUE,2.20092877641534,2.740625,0.53969622358466,1.62614791666667,-0.574780859748673,2.64634166666667,0.445412890251326,0.86889381685364,-0.866094442995043,-0.871447951995825,0.868648578137233,"Off Ball On_Ball_Big"
"177","OKC",2010,"Kevin Durant","Russell Westbrook","Secondary Ball Handler","Shot Creator",5.63,2.07,16.9,8.3,39.2606060606061,34.0848484848485,-11.89,11.67,-5.13,5.6,527,621,194,2618,-12.83,0,13.7,8.5,25.8,0.623368001770303,0.762598310515584,-0.139230308745281,FALSE,82.5,6.38787878787879,7.52727272727273,2.35151515151515,31.7333333333333,48,8.74,0.730878579848832,"On Ball","On Ball","Secondary Ball Handler Shot Creator","On Ball On Ball",2.82,11.1,5.92,28.17,8.74,5.18,0,34.09,0,13.92,8.74,25.35,0.322654462242563,FALSE,FALSE,3.69864141414141,5.432375,1.73373358585859,3.07158333333333,-0.627058080808081,5.4077125,1.70907108585859,-3.56787878787879,3.57272727272727,3.56848484848485,-3.56333333333333,"On Ball On Ball"
"178","MEM",2019,"Mike Conley","Jaren Jackson Jr","Primary Ball Handler","Post Scorer",3.86,-0.51,9.5,1.8,33.1736085514191,25.9904165130851,-2.64,-3.52,-21.07,2.09,531,713,307,1162,24.04,14.5,7.4,0,26.1,0.69173577352016,0.532538955087076,0.159196818433084,TRUE,56.5208333333333,9.39476594176189,12.614817545153,5.43162550681902,20.5587910062661,48,14.83,0.633497366268502,"On Ball","On_Ball_Big","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",13.03,8.98,1.8,24.19,14.83,7.18,0,25.99,0,22.01,14.83,11.16,0.878624409979771,TRUE,TRUE,-2.93089200147438,-0.203729166666667,2.72716283480772,-0.210535416666667,2.72035658480771,-7.63789375,-4.70700174852562,3.63523405823811,-3.63481754515297,-3.63162550681902,3.63120899373387,"On Ball On_Ball_Big"
"179","HOU",2022,"Christian Wood","Garrison Mathews","Stretch Big","Movement Shooter",-0.29,-0.99,2.8,1.5,30.4052074857608,26.2652563059398,-8.39,-13.35,-4.94,-4.69,392,721,509,836,5.21,17.2,4.5,0,26.3,0.562172594430659,0.404646660212972,0.157525934217687,TRUE,51.2083333333333,7.65500406834825,14.079739625712,9.93978844589097,16.3254678600488,48,17.59,0.435190680406381,"Off_Ball_Big","Off Ball","Movement Shooter Stretch Big","Off Ball Off_Ball_Big",11.72,10.01,5.87,20.39,17.59,4.14,0,26.26,0,21.73,17.59,8.67,0.666287663445139,TRUE,TRUE,-7.87206265256306,-6.82770833333333,1.04435431922973,-6.79184375,1.08021890256306,-8.70109166666667,-0.829029014103609,4.06499593165175,-4.06973962571196,-4.06978844589097,4.06453213995118,"Off Ball Off_Ball_Big"
"180","IND",2015,"George Hill","CJ Miles","Primary Ball Handler","Off Screen Shooter",3.04,1.38,4.6,4.6,29.9650238473768,26.7599364069952,-3.73,-2.19,1.45,9.78,499,336,210,842,6.79,18.5,3.2,0,26.3,0.606970813261547,0.606628242074928,0.000342571186619289,TRUE,39.3125,12.6931637519873,8.54689984101749,5.34181240063593,21.4181240063593,48,18.03,0.704002426621591,"On Ball","Off Ball","Off Screen Shooter Primary Ball Handler","Off Ball On Ball",12.7,8.54,5.33,21.42,18.03,3.21,0,26.75,0,21.24,18.03,8.72,0.704381586245147,TRUE,TRUE,3.14899311075782,3.77502083333333,0.626027722575518,3.902775,0.753781889242184,1.35228125,-1.79671186075782,0.00683624801271776,-0.00689984101748919,-0.0118124006359297,0.00187599364070223,"Off Ball On Ball"
"181","LAL",2013,"Dwight Howard","Kobe Bryant","Post Scorer","Shot Creator",3.41,2.5,10.5,9.8,35.4704355350447,38.5578309777906,-8.78,-0.56,2.14,3.22,257,425,648,2137,-7.14,0,9.4,12.2,26.4,0.679827547084184,0.665732087227414,0.01409545985677,FALSE,72.2291666666667,3.55811941159504,5.88404961061436,8.97144505336025,29.5863859244303,48,9.44,0.37691942919439,"On_Ball_Big","On Ball","Post Scorer Shot Creator","On Ball On_Ball_Big",3.93,5.51,8.6,29.96,9.44,0,3.09,35.47,0,9.44,12.53,26.03,0.416313559322034,FALSE,TRUE,1.66524372656475,2.20525,0.540006273435246,0.790475,-0.874768726564753,2.194675,0.529431273435247,0.371880588404962,-0.374049610614364,-0.371445053360254,0.373614075569659,"On Ball On_Ball_Big"
"182","TOR",2014,"Kyle Lowry","DeMar DeRozan","Primary Ball Handler","Shot Creator",4.01,1.05,12.1,6.8,35.6823338735818,37.5753646677472,-2.46,6.34,1.42,3.64,326,478,624,2274,-6.58,0,9.8,11.8,26.4,0.675663311985361,0.673578199052133,0.00208511293322866,FALSE,77.125,4.22690437601297,6.19773095623987,8.09076175040519,29.484602917342,48,10.42,0.405653011133682,"On Ball","On Ball","Primary Ball Handler Shot Creator","On Ball On Ball",4.28,6.14,8.04,29.54,10.42,0,1.9,35.68,0,10.42,12.32,25.26,0.410748560460653,FALSE,TRUE,3.07725553754727,3.6455,0.568244462452728,2.22791666666667,-0.849338870880605,3.656325,0.579069462452728,0.0530956239870344,-0.0577309562398707,-0.0507617504051865,0.0553970826580219,"On Ball On Ball"
"183","NYK",2014,"Carmelo Anthony","Iman Shumpert","Shot Creator","Shot Creator",2.38,1,9.4,4.4,38.3769853161522,26.3661971830986,-9.56,-3.92,-3.32,6.72,380,1124,289,1544,4.4,9.3,12.2,0,26.5,0.542292113414344,0.522150828542442,0.0201412848719019,TRUE,69.5208333333333,5.46598741384477,16.1678154030566,4.157027270003,22.2091699130956,48,9.62,0.568189959859124,"On Ball","On Ball","Shot Creator Shot Creator","On Ball On Ball",6.02,15.61,3.6,22.76,9.62,12.01,0,26.36,0,21.63,9.62,16.74,0.625779625779626,TRUE,TRUE,0.4127419838178,0.861416666666667,0.448674682848867,0.7936,0.3808580161822,-0.0882333333333332,-0.500975317151133,0.554012586155229,-0.55781540305664,-0.557027270002997,0.550830086904405,"On Ball On Ball"
"184","BRK",2020,"Jarrett Allen","Spencer Dinwiddie","Roll + Cut Big","Shot Creator",2.71,1.36,6.1,4.9,25.4190231362468,30.7557840616967,-3.46,-3.01,0.22,1.19,790,328,674,1320,0.52,16.8,0,4.7,26.5,0.482968048587272,0.568475452196382,-0.0855074036091101,TRUE,64.8333333333333,12.1850899742931,5.05912596401028,10.3958868894602,20.3598971722365,48,17.24,0.706791761849946,"Off_Ball_Big","On Ball","Roll + Cut Big Shot Creator","Off_Ball_Big On Ball",10.12,7.12,12.46,18.29,17.24,0,5.34,25.41,0,17.24,22.58,8.17,0.587006960556845,TRUE,FALSE,-0.643187660668381,-0.532479166666667,0.110708494001714,-0.588285416666667,0.054902244001714,-0.775052083333333,-0.131864422664953,-2.06508997429306,2.06087403598972,2.06411311053985,-2.06989717223651,"Off_Ball_Big On Ball"
"185","SAS",2018,"LaMarcus Aldridge","Kyle Anderson","Post Scorer","Athletic Finisher",4.46,1.51,11.2,5.1,33.3292002479851,26.9311841289523,-1.22,3.88,-6.35,6.98,690,726,296,1514,8.23,14.5,6.8,0,26.7,0.600106213489113,0.597003154574132,0.00310305891498075,TRUE,67.2083333333333,10.2665840049597,10.802231866088,4.40421574705518,22.5269683818971,48,14.67,0.699835310494867,"On_Ball_Big","Off Ball","Athletic Finisher Post Scorer","Off Ball On_Ball_Big",10.34,10.73,4.33,22.6,14.67,6.4,0,26.93,0,21.07,14.67,12.26,0.704839809134288,TRUE,TRUE,3.30539367637942,4.06375,0.758356323620581,4.06054166666667,0.755147990287248,1.54524791666667,-1.76014575971275,0.0734159950402962,-0.0722318660880354,-0.0742157470551765,0.0730316181029131,"Off Ball On_Ball_Big"
"186","NYK",2013,"Tyson Chandler","Jason Kidd","Roll + Cut Big","Stationary Shooter",2.69,2.52,7.3,6.7,32.8360655737705,27.1475409836066,-0.7,4.02,-3.19,6.45,544,728,381,1275,4.92,15.2,5.9,0,26.9,0.582321899736148,0.534815436241611,0.047506463494537,TRUE,61,8.91803278688525,11.9344262295082,6.24590163934426,20.9016393442623,48,15.16,0.58826073792119,"Off_Ball_Big","Off Ball","Roll + Cut Big Stationary Shooter","Off Ball Off_Ball_Big",10.09,10.76,5.07,22.07,15.16,5.69,0,27.14,0,20.85,15.16,11.98,0.6655672823219,TRUE,TRUE,3.26301912568306,3.88714583333333,0.624126707650273,3.90239166666667,0.639372540983606,2.34849166666667,-0.914527459016394,1.17196721311475,-1.1744262295082,-1.17590163934426,1.1683606557377,"Off Ball Off_Ball_Big"
"187","DEN",2019,"Nikola Jokic","Paul Millsap","Post Scorer","Post Scorer",4.63,2.43,11.3,5.9,30.9789283564118,27.0487658037327,0.39,0.99,5.54,8.46,830,620,348,1524,2.32,16.7,4.2,0,27.1,0.554097482592394,0.611556982343499,-0.057459499751105,TRUE,69.2083333333333,11.992775436484,8.95845875978326,5.02829620710415,22.0204695966285,48,17.02,0.70462840402374,"On_Ball_Big","On_Ball_Big","Post Scorer Post Scorer","On_Ball_Big On_Ball_Big",10.66,10.29,6.36,20.69,17.02,3.93,0,27.05,0,20.95,17.02,10.03,0.626321974148061,TRUE,FALSE,4.74366646598435,4.9986875,0.255021034015654,4.98690625,0.243239784015653,4.16427291666667,-0.57939354931768,-1.33277543648405,1.33154124021674,1.33170379289585,-1.33046959662854,"On_Ball_Big On_Ball_Big"
