PLAYER,SEASON,TEAM,OFFENSIVE ARCHETYPE,MINUTES,POS,AGE,LEBRON,O-LEBRON,D-LEBRON,WINS ADDED,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
Taurean Prince,2017-18,ATL,Movement Shooter,"2,464",SF,23,-1.49,-0.87,-0.62,1.3,-1.26,-0.72,-0.54
James Michael McAdoo,2014-15,GSW,Roll + Cut Big,137,PF,22,-1.55,-0.87,-0.69,0.1,-1.67,-1.21,-0.46
Austin Daye,2009-10,DET,Stationary Shooter,915,SF,21,-1.58,-0.87,-0.71,0.4,-0.71,-1.05,0.34
Jalen Jones,2017-18,TOT,Athletic Finisher,181,SF,24,-1.58,-0.87,-0.71,0.1,-1.19,-1.13,-0.07
Michael Beasley,2010-11,MIN,Shot Creator,"2,361",SF,22,-1.74,-0.87,-0.87,0.8,-1.81,-0.46,-1.35
Doug McDermott,2017-18,TOT,Off Screen Shooter,"1,768",SF,26,-2.07,-0.87,-1.21,0.3,-2.41,-1.2,-1.21
Rui Hachimura,2021-22,WAS,Stationary Shooter,943,PF,24,-2.22,-0.87,-1.35,0.1,-1.11,-0.46,-0.64
Eric Paschall,2019-20,GSW,Shot Creator,"1,654",PF,23,-2.26,-0.87,-1.39,0.1,-2.93,-1.26,-1.67
CJ McCollum,2013-14,POR,Secondary Ball Handler,476,SG,22,-2.27,-0.87,-1.4,0,-2.56,-1.44,-1.12
Royce O'Neale,2020-21,UTA,Stationary Shooter,"2,240",SF,27,0.56,-0.88,1.44,4.3,1.1,-0.76,1.87
Jeff Adrien,2012-13,CHA,Stretch Big,713,PF,26,-0.02,-0.88,0.86,1.1,-0.51,-1.08,0.57
Isaac Okoro,2021-22,CLE,Athletic Finisher,"1,981",SF,21,-0.48,-0.88,0.4,2.4,-1.25,-1.68,0.43
Patrick Patterson,2019-20,LAC,Stationary Shooter,776,PF,30,-1.17,-0.88,-0.29,0.6,-0.94,-0.16,-0.78
Gigi Datome,2013-14,DET,Stationary Shooter,238,SF,26,-1.19,-0.88,-0.31,0.2,-1.68,-1.26,-0.41
Anthony Tolliver,2018-19,MIN,Movement Shooter,"1,079",PF,33,-1.2,-0.88,-0.32,0.8,-1.77,-1.41,-0.36
Vladimir Radmanovic,2009-10,CHA/GSW,Athletic Finisher,891,PF,29,-1.28,-0.88,-0.4,0.6,-1.93,-1.3,-0.64
Kevin Jones,2012-13,CLE,Athletic Finisher,334,PF,23,-1.32,-0.88,-0.44,0.2,-1.8,-1.15,-0.64
Wes Iwundu,2021-22,ATL,Athletic Finisher,82,SF,27,-1.4,-0.88,-0.52,0.1,-1.06,-0.88,-0.18
Raul Neto,2019-20,PHI,Secondary Ball Handler,668,PG,27,-1.5,-0.88,-0.61,0.4,-1.55,-0.62,-0.93
Tim Frazier,2018-19,TOT,Secondary Ball Handler,"1,120",PG,28,-1.71,-0.88,-0.83,0.5,-1.3,-0.8,-0.5
E'Twaun Moore,2019-20,NOP,Stationary Shooter,"1,020",SG,30,-2.39,-0.88,-1.51,0,-1.74,-0.79,-0.95
Troy Daniels,2019-20,TOT,Movement Shooter,532,SG,28,-2.41,-0.88,-1.53,0,-2.33,-0.93,-1.4
Jason Kapono,2009-10,PHI,Stationary Shooter,976,SF,28,-2.64,-0.88,-1.76,-0.2,-2.53,-1.06,-1.47
Jared Dudley,2016-17,PHO,Movement Shooter,"1,362",PF,31,0.2,-0.89,1.09,2.3,-1.3,-0.95,-0.35
Tyrone Wallace,2021-22,NOP,Athletic Finisher,75,SG,27,-1,-0.89,-0.1,0.1,-0.84,-0.87,0.03
Jaxson Hayes,2019-20,NOP,Roll + Cut Big,"1,080",C,19,-0.03,-0.89,0.86,1.6,-0.09,-0.75,0.67
Wesley Matthews,2016-17,DAL,Shot Creator,"2,495",SG,30,-0.39,-0.89,0.5,3.2,-0.55,-0.45,-0.1
Derrick Jones Jr.,2021-22,CHI,Stretch Big,899,PF,25,-0.4,-0.89,0.49,1.1,-1.39,-1.81,0.42
Al-Farouq Aminu,2015-16,POR,Stationary Shooter,"2,341",SF,25,-0.41,-0.89,0.47,2.9,0.37,-0.11,0.48
Caron Butler,2014-15,DET,Movement Shooter,"1,623",SF,34,-0.82,-0.89,0.07,1.6,-1.77,-1.29,-0.48
Paul Millsap,2021-22,BRK/PHI,Stretch Big,376,PF,37,-1.06,-0.89,-0.17,0.3,-0.64,-0.71,0.07
PJ Dozier,2019-20,DEN,Secondary Ball Handler,412,SG,23,-1.3,-0.89,-0.41,0.3,-1.85,-1.15,-0.7
Damion Lee,2021-22,GSW,Movement Shooter,"1,256",SG,29,-1.54,-0.89,-0.65,0.7,-0.88,-0.97,0.08
Jason Kapono,2011-12,LAL,Off Screen Shooter,269,SG,30,-1.82,-0.89,-0.94,0.1,-2.44,-1.52,-0.92
Dion Waiters,2015-16,OKC,Shot Creator,"2,152",SG,24,-1.83,-0.89,-0.95,0.6,-1.31,-0.62,-0.68
Devin Ebanks,2010-11,LAL,Athletic Finisher,118,SG,21,-2.03,-0.89,-1.15,0,-1.26,-0.4,-0.85
Norris Cole,2014-15,TOT,Primary Ball Handler,"1,831",PG,26,-2.53,-0.89,-1.65,-0.4,-1.54,-0.71,-0.84
Jermaine Taylor,2009-10,HOU,Shot Creator,303,SG,23,-2.58,-0.89,-1.69,-0.1,-1.36,-0.38,-0.98
Kyle Anderson,2017-18,SAS,Athletic Finisher,"1,978",SF,24,1.51,-0.9,2.41,5.1,1.84,-0.64,2.48
Derek Fisher,2010-11,LAL,Stationary Shooter,"2,297",PG,36,0.08,-0.9,0.98,3.7,-0.08,-0.93,0.85
Robin Lopez,2011-12,PHO,Post Scorer,895,C,23,-0.48,-0.9,0.42,1.1,-0.34,-1.05,0.71
Donatas Motiejunas,2014-15,HOU,Post Scorer,"2,037",PF,24,-0.57,-0.9,0.34,2.3,-0.44,-0.34,-0.1
Dwight Powell,2016-17,DAL,Roll + Cut Big,"1,333",C,25,-0.67,-0.9,0.23,1.5,0.56,-0.53,1.08
Boris Diaw,2015-16,SAS,Post Scorer,"1,386",PF,33,-0.72,-0.9,0.18,1.4,-0.77,-0.7,-0.08
Solomon Hill,2014-15,IND,Secondary Ball Handler,"2,381",SF,23,-0.9,-0.9,0,2.2,-0.56,-1.06,0.5
Adreian Payne,2017-18,ORL,Stretch Big,43,PF,26,-0.96,-0.9,-0.06,0,-0.94,-0.96,0.03
Ime Udoka,2010-11,SAS,Stationary Shooter,130,SF,33,-1.05,-0.9,-0.15,0.1,-1.11,-0.78,-0.33
Boris Diaw,2010-11,CHA,Post Scorer,"2,778",PF,28,-1.07,-0.9,-0.18,2.2,-0.86,-0.74,-0.11
JaMychal Green,2017-18,MEM,Stretch Big,"1,542",PF,27,-1.35,-0.9,-0.45,1,-0.87,-0.76,-0.11
Eric Maynor,2009-10,OKC/UTA,Shot Creator,"1,269",PG,22,-1.47,-0.9,-0.57,0.7,-1.03,-0.3,-0.72
Justin Jackson,2020-21,OKC/MIL,Stationary Shooter,577,SF,25,-1.67,-0.9,-0.77,0.3,-1.91,-1.06,-0.86
Ray McCallum,2015-16,TOT,Secondary Ball Handler,474,PG,24,-2.01,-0.9,-1.12,0.1,-1.93,-1.29,-0.64
Goran Dragic,2010-11,HOU/PHO,Primary Ball Handler,"1,234",PG,24,-2.05,-0.9,-1.16,0.2,-1.03,-0.13,-0.9
Austin Rivers,2014-15,TOT,Shot Creator,"1,563",PG-SG,22,-2.29,-0.9,-1.39,-0.1,-2.15,-1.17,-0.97
Norris Cole,2013-14,MIA,Primary Ball Handler,"2,014",PG,25,-2.32,-0.9,-1.42,-0.1,-1.77,-1.17,-0.6
Tiago Splitter,2013-14,SAS,Post Scorer,"1,271",C,29,1.51,-0.91,2.42,3.3,0.75,-0.15,0.9
Zaza Pachulia,2016-17,GSW,Roll + Cut Big,"1,268",C,32,0.77,-0.91,1.68,2.6,0.71,-0.5,1.21
Willie Reed,2016-17,MIA,Roll + Cut Big,"1,031",C,26,0.12,-0.91,1.03,1.7,-0.38,-0.97,0.59
Jeremy Evans,2011-12,UTA,Athletic Finisher,217,SF,24,-0.29,-0.91,0.62,0.3,0.53,-0.68,1.2
Jon Leuer,2015-16,PHO,Roll + Cut Big,"1,255",PF,26,-0.4,-0.91,0.51,1.6,0.03,-0.47,0.5
Gerald Henderson,2014-15,CHO,Shot Creator,"2,315",SG,27,-0.52,-0.91,0.39,2.7,-0.96,-0.97,0.01
Marcus Morris Sr.,2016-17,DET,Secondary Ball Handler,"2,565",SF,27,-0.83,-0.91,0.08,2.5,-0.3,-0.47,0.17
Keith Appling,2015-16,ORL,Movement Shooter,27,PG,23,-0.87,-0.91,0.04,0,-1.04,-0.93,-0.11
Erick Dampier,2011-12,ATL,Roll + Cut Big,83,C,36,-0.95,-0.91,-0.04,0.1,-0.92,-0.84,-0.08
Rodney McGruder,2021-22,DET,Stationary Shooter,754,SG,30,-1.23,-0.91,-0.32,0.6,-2.11,-1.28,-0.83
Zhaire Smith,2018-19,PHI,Movement Shooter,111,SG,19,-1.41,-0.91,-0.5,0.1,-1.7,-1.33,-0.37
Tyler Johnson,2018-19,TOT,Movement Shooter,"1,529",PG,26,-1.43,-0.91,-0.51,0.9,-0.65,-0.41,-0.24
Fabricio Oberto,2010-11,POR,Post Scorer,45,C,35,-1.44,-0.91,-0.53,0,-1.17,-0.76,-0.41
Jarrett Jack,2014-15,BRK,Slasher,"2,241",PG,31,-2.81,-0.91,-1.9,-0.9,-1.23,-0.33,-0.89
Kevin Garnett,2012-13,BOS,Post Scorer,"2,022",C,36,2.74,-0.92,3.66,6.9,1.66,-0.04,1.7
Zaza Pachulia,2017-18,GSW,Roll + Cut Big,972,C,33,0.45,-0.92,1.38,1.8,0.31,-0.33,0.65
Nene,2015-16,WAS,Post Scorer,"1,094",PF,33,0.43,-0.92,1.34,2,0.41,-0.65,1.05
Michael Kidd-Gilchrist,2012-13,CHA,Athletic Finisher,"2,025",SF,19,-0.2,-0.92,0.72,2.8,-1.44,-1.34,-0.1
Sean May,2009-10,SAC,Stretch Big,331,C,25,-0.34,-0.92,0.58,0.4,-0.88,-1.3,0.43
Jamaal Tinsley,2013-14,UTA,Stationary Shooter,110,PG,35,-0.54,-0.92,0.37,0.1,-0.67,-1.04,0.37
Alan Williams,2018-19,BRK,Roll + Cut Big,26,PF,26,-0.65,-0.92,0.26,0,-0.84,-1.09,0.25
Bradley Beal,2012-13,WAS,Off Screen Shooter,"1,745",SG,19,-0.71,-0.92,0.2,1.8,-0.48,-0.44,-0.04
Marcus Garrett,2021-22,MIA,Roll + Cut Big,128,SG,23,-0.82,-0.92,0.1,0.1,-1.07,-1.17,0.1
Isaiah Roby,2021-22,OKC,Stretch Big,948,PF,24,-0.87,-0.92,0.06,0.9,-0.09,-0.74,0.65
Matt Barnes,2016-17,TOT,Athletic Finisher,"1,776",SF,36,-0.97,-0.92,-0.04,1.6,-1.45,-1.22,-0.23
Vince Carter,2018-19,ATL,Stationary Shooter,"1,330",PF,42,-1.02,-0.92,-0.11,1.1,-1.09,-0.45,-0.64
Justin Harper,2016-17,PHI,Stretch Big,31,PF,27,-1.05,-0.92,-0.13,0,-0.77,-0.84,0.06
Glen Rice,2014-15,WAS,Stationary Shooter,43,SG,24,-1.08,-0.92,-0.17,0,-0.95,-0.87,-0.09
Luke Harangody,2010-11,BOS/CLE,Movement Shooter,641,PF,23,-1.15,-0.92,-0.24,0.5,-0.58,-0.78,0.2
Courtney Fortson,2011-12,HOU/LAC,Secondary Ball Handler,95,PG,23,-1.28,-0.92,-0.37,0.1,-0.7,-0.26,-0.44
Mehmet Okur,2011-12,NJN,Movement Shooter,454,C,32,-1.39,-0.92,-0.47,0.3,-1.07,-0.78,-0.29
Jordan Hill,2013-14,LAL,Post Scorer,"1,500",PF,26,-1.41,-0.92,-0.49,0.9,-0.72,-0.38,-0.34
Tyler Ulis,2017-18,PHO,Slasher,"1,658",PG,22,-1.41,-0.92,-0.49,1,-2.53,-1.45,-1.09
Kevin Porter Jr.,2021-22,HOU,Primary Ball Handler,"1,907",PG,21,-1.85,-0.92,-0.93,0.6,-0.89,0.23,-1.13
Trey Thompkins,2011-12,LAC,Post Scorer,119,C,21,-1.9,-0.92,-0.98,0,-1.12,-0.66,-0.46
Toney Douglas,2011-12,NYK,Secondary Ball Handler,656,PG,25,-2.02,-0.92,-1.1,0.1,-1.7,-0.68,-1.02
Kent Bazemore,2017-18,ATL,Secondary Ball Handler,"1,789",SG,28,-0.05,-0.93,0.88,2.7,0.3,-0.29,0.59
Trevor Ariza,2012-13,WAS,Stationary Shooter,"1,471",SF,27,-0.12,-0.93,0.8,2.1,0.05,-0.59,0.64
Nic Claxton,2021-22,BRK,Roll + Cut Big,974,C,22,-0.34,-0.93,0.59,1.3,-0.02,-0.84,0.82
Jared Jeffries,2010-11,HOU/NYK,Athletic Finisher,601,PF,29,-0.58,-0.93,0.35,0.7,-1.74,-1.98,0.24
Lorenzo Brown,2015-16,PHO,Secondary Ball Handler,61,PG,25,-0.64,-0.93,0.29,0.1,-0.35,-0.68,0.32
JaMychal Green,2021-22,DEN,Stretch Big,"1,085",PF,31,-0.69,-0.93,0.23,1.2,-0.08,-0.68,0.6
Malik Beasley,2016-17,DEN,Movement Shooter,165,SG,20,-0.72,-0.93,0.21,0.2,-1.06,-0.83,-0.23
Shavlik Randolph,2013-14,PHO,Roll + Cut Big,95,PF,30,-0.73,-0.93,0.2,0.1,-1.13,-1.13,-0.01
Mickael Pietrus,2011-12,BOS,Stationary Shooter,921,SG,29,-0.8,-0.93,0.13,0.9,-1.41,-1.09,-0.32
Walt Lemon Jr.,2018-19,CHI,Slasher,167,PG,26,-0.8,-0.93,0.13,0.2,-0.86,-0.94,0.08
Tyreke Evans,2018-19,IND,Secondary Ball Handler,"1,402",SG,29,-1.05,-0.93,-0.12,1.2,-1.44,-0.92,-0.51
Russ Smith,2015-16,MEM,Slasher,66,PG,24,-1.07,-0.93,-0.14,0.1,-0.87,-0.77,-0.09
Ronnie Brewer,2012-13,NYK/OKC,Movement Shooter,852,SF,27,-1.13,-0.93,-0.2,0.6,-0.34,-0.52,0.18
Malcolm Hill,2021-22,ATL/CHI,Stationary Shooter,212,SF-SG,26,-1.2,-0.93,-0.28,0.2,-1.03,-0.77,-0.26
Sam Dekker,2015-16,HOU,Low Minutes,6,PF,21,-1.38,-0.93,-0.45,0,-1.38,-0.98,-0.39
Mustafa Shakur,2013-14,OKC,Stationary Shooter,11,PG,29,-1.51,-0.93,-0.58,0,-1.4,-0.79,-0.61
Landry Fields,2012-13,TOR,Athletic Finisher,"1,037",SF,24,-1.62,-0.93,-0.69,0.4,-1.78,-1.49,-0.29
Luther Head,2009-10,IND,Secondary Ball Handler,813,SG,27,-1.73,-0.93,-0.8,0.3,-1.93,-0.88,-1.05
Raymond Felton,2014-15,DAL,Secondary Ball Handler,281,PG,30,-1.85,-0.93,-0.92,0.1,-1.39,-0.66,-0.72
Damjan Rudez,2015-16,MIN,Movement Shooter,277,SF,29,-1.87,-0.93,-0.94,0.1,-2.45,-1.46,-0.99
Jeremy Pargo,2012-13,CLE/PHI,Shot Creator,655,PG/SG,26,-1.97,-0.93,-1.04,0.1,-1.07,0.09,-1.16
Caron Butler,2010-11,DAL,Secondary Ball Handler,867,SF,30,0.32,-0.94,1.26,1.5,-0.58,-0.38,-0.2
Spencer Hawes,2012-13,PHI,Stretch Big,"2,233",C,24,-0.17,-0.94,0.77,3.2,-0.57,-1.1,0.53
Lavoy Allen,2015-16,IND,Roll + Cut Big,"1,599",PF,26,-0.17,-0.94,0.77,2.3,-1.73,-1.76,0.04
JaVale McGee,2012-13,DEN,Post Scorer,"1,433",C,25,-0.22,-0.94,0.72,2,0.67,-0.62,1.29
Robin Lopez,2015-16,NYK,Post Scorer,"2,219",C,27,-0.51,-0.94,0.43,2.6,-0.57,-0.68,0.12
Frank Ntilikina,2021-22,DAL,Stationary Shooter,685,PG,23,-0.56,-0.94,0.38,0.8,-1.26,-1.05,-0.22
Dante Cunningham,2011-12,MEM,Athletic Finisher,"1,124",PF,24,-0.57,-0.94,0.37,1.3,-0.4,-0.96,0.56
Brandan Wright,2010-11,GSW/NJN,Post Scorer,379,PF,23,-0.69,-0.94,0.25,0.4,-0.4,-0.64,0.24
Lance Stephenson,2016-17,TOT,Slasher,362,SG,26,-0.85,-0.94,0.09,0.4,-1.67,-1.32,-0.35
Mickael Pietrus,2012-13,TOR,Stationary Shooter,386,SF,30,-1.08,-0.94,-0.14,0.3,-1.24,-1.09,-0.16
Justin Holiday,2021-22,IND/SAC,Movement Shooter,"2,057",SF-SG,33,-1.08,-0.94,-0.14,1.7,-1.37,-0.6,-0.77
Malcolm Lee,2011-12,MIN,Primary Ball Handler,243,SG,21,-1.29,-0.94,-0.35,0.2,-1.04,-0.84,-0.21
Jordan Nwora,2020-21,MIL,Movement Shooter,274,SF,22,-1.35,-0.94,-0.41,0.2,-0.63,-0.49,-0.13
Rodney Stuckey,2015-16,IND,Secondary Ball Handler,"1,275",PG,29,-1.52,-0.94,-0.58,0.6,-1.26,-0.67,-0.59
Marcelo Huertas,2015-16,LAL,Secondary Ball Handler,869,PG,32,-1.76,-0.94,-0.83,0.3,-2.31,-1.36,-0.94
Damion Lee,2018-19,GSW,Off Screen Shooter,375,SG,26,-1.97,-0.94,-1.03,0.1,-1.86,-0.74,-1.11
Trey Burke,2021-22,DAL,Secondary Ball Handler,441,PG,29,-2.15,-0.94,-1.21,0.1,-2.1,-0.52,-1.57
Tyler Dorsey,2017-18,ATL,Secondary Ball Handler,974,SG,21,-2.16,-0.94,-1.22,0.1,-1.87,-0.65,-1.23
Dennis Smith Jr.,2017-18,DAL,Movement Shooter,"2,049",PG,20,-2.21,-0.94,-1.27,0.1,-1.02,-0.26,-0.76
Erick Green,2014-15,DEN,Secondary Ball Handler,410,PG,23,-2.95,-0.94,-2.01,-0.2,-2.58,-1.22,-1.36
Evan Mobley,2021-22,CLE,Roll + Cut Big,"2,331",PF,20,1.44,-0.95,2.4,5.8,1.11,-0.76,1.87
Marc Gasol,2010-11,MEM,Post Scorer,"2,586",C,26,1.31,-0.95,2.26,6.3,1.5,-0.32,1.83
Donta Hall,2020-21,ORL,Roll + Cut Big,179,PF,23,0.09,-0.95,1.04,0.3,-0.24,-1.16,0.92
Ryan Hollins,2014-15,SAC,Roll + Cut Big,441,C,30,-0.02,-0.95,0.92,0.7,-0.59,-1.24,0.65
Derrick Favors,2020-21,UTA,Roll + Cut Big,"1,039",C,29,-0.11,-0.95,0.84,1.5,1.25,-0.63,1.88
Christian Eyenga,2011-12,CLE/LAL,Stationary Shooter,103,SF,22,-0.77,-0.95,0.18,0.1,-0.32,-0.53,0.21
AJ Price,2013-14,MIN,Secondary Ball Handler,99,SG,27,-1.37,-0.95,-0.42,0.1,-1.33,-0.92,-0.41
Corey Brewer,2015-16,HOU,Stationary Shooter,"1,669",SF,29,-1.44,-0.95,-0.5,0.9,-1.81,-1.15,-0.65
Randy Foye,2015-16,TOT,Secondary Ball Handler,"1,642",SG,32,-1.51,-0.95,-0.56,0.8,-2.2,-1.43,-0.78
Cedi Osman,2019-20,CLE,Stationary Shooter,"1,910",SF,24,-1.62,-0.95,-0.68,0.9,-1.84,-1.03,-0.81
Robbie Hummel,2014-15,MIN,Stretch Big,742,SF,25,-1.72,-0.95,-0.77,0.3,-1.94,-1.58,-0.36
Nate Robinson,2014-15,TOT,Secondary Ball Handler,591,PG,30,-1.82,-0.95,-0.87,0.2,-1.37,-0.13,-1.24
Jusuf Nurkic,2017-18,POR,Post Scorer,"2,088",C,23,2,-0.96,2.97,6,1.21,-0.55,1.75
DeAndre Jordan,2011-12,LAC,Athletic Finisher,"1,798",C,23,1.05,-0.96,2.01,4.1,1.03,-0.95,1.98
DeAndre Jordan,2020-21,BRK,Roll + Cut Big,"1,246",C,32,0.25,-0.96,1.21,2.1,0.71,-0.56,1.27
Nick Collison,2010-11,OKC,Roll + Cut Big,"1,524",C,30,0.06,-0.96,1.02,2.4,-1.91,-1.84,-0.07
Jared Dudley,2017-18,PHO,Stationary Shooter,686,PF,32,-0.08,-0.96,0.87,1,-1.06,-1.6,0.54
Michael Carter-Williams,2014-15,TOT,Shot Creator,"2,150",PG,23,-0.13,-0.96,0.83,3.1,-0.64,-0.79,0.15
Neemias Queta,2021-22,SAC,Roll + Cut Big,120,C,22,-0.57,-0.96,0.39,0.1,-0.72,-0.85,0.14
Charlie Brown Jr.,2019-20,ATL,Stationary Shooter,40,SG,22,-0.58,-0.96,0.38,0,-0.97,-1.09,0.12
Jaylen Brown,2018-19,BOS,Stationary Shooter,"1,913",SG,22,-0.64,-0.96,0.32,2.1,-0.52,-0.41,-0.12
Patrick Patterson,2010-11,HOU,Athletic Finisher,868,PF,21,-1.16,-0.96,-0.2,0.6,-0.94,-0.83,-0.11
Daishen Nix,2021-22,HOU,Secondary Ball Handler,261,SG,20,-1.22,-0.96,-0.26,0.2,-1.2,-1.01,-0.2
Mike James,2013-14,CHI,Secondary Ball Handler,77,PG,38,-1.42,-0.96,-0.46,0,-1.35,-0.98,-0.37
Dion Waiters,2019-20,TOT,Secondary Ball Handler,207,SG,28,-1.5,-0.96,-0.55,0.1,-1.93,-1.18,-0.75
Kai Jones,2021-22,CHO,Roll + Cut Big,63,C,21,-1.54,-0.96,-0.58,0,-1.38,-0.9,-0.48
Donte DiVincenzo,2021-22,MIL/SAC,Secondary Ball Handler,"1,005",SG,25,-1.86,-0.96,-0.9,0.3,-0.89,-0.42,-0.46
Jordan Crawford,2012-13,BOS/WAS,Shot Creator,"1,709",SG,24,-1.97,-0.96,-1,0.3,-1.22,0.16,-1.38
Bryn Forbes,2019-20,SAS,Movement Shooter,"1,579",SG,26,-2.87,-0.96,-1.91,-0.5,-1.13,0.22,-1.34
Marcus Camby,2010-11,POR,Athletic Finisher,"1,540",C,36,1.33,-0.97,2.3,3.8,1.67,-1.11,2.78
P.J. Tucker,2021-22,MIA,Stretch Big,"1,981",PF,36,0.16,-0.97,1.13,3.3,0.11,-1.1,1.2
Jarred Vanderbilt,2021-22,MIN,Roll + Cut Big,"1,881",PF,23,-0.15,-0.97,0.82,2.7,0.58,-0.97,1.55
Jason Smith,2012-13,NOH,Stretch Big,876,C,26,-0.53,-0.97,0.44,1,-0.8,-0.99,0.19
Darrun Hilliard,2015-16,DET,Secondary Ball Handler,383,SG,22,-1.04,-0.97,-0.07,0.3,-1.24,-0.7,-0.55
Elias Harris,2013-14,LAL,Secondary Ball Handler,11,SF,24,-1.11,-0.97,-0.14,0,-1.13,-0.96,-0.16
Vander Blue,2014-15,LAL,Secondary Ball Handler,74,SG,22,-1.23,-0.97,-0.26,0.1,-0.7,-0.8,0.09
Elliot Williams,2014-15,TOT,Stationary Shooter,119,SG,25,-1.25,-0.97,-0.29,0.1,-1.23,-0.87,-0.36
Juancho Hernangomez,2018-19,DEN,Athletic Finisher,"1,358",PF,23,-1.34,-0.97,-0.37,0.9,-1.08,-1.14,0.06
Jeff Teague,2009-10,ATL,Shot Creator,718,PG,21,-1.45,-0.97,-0.49,0.4,-1.38,-1.18,-0.2
Evan Turner,2018-19,POR,Shot Creator,"1,606",PG,30,-1.45,-0.97,-0.49,0.9,-1.05,-1.14,0.09
Jordan Crawford,2017-18,NOP,Stationary Shooter,53,SG,29,-1.93,-0.97,-0.96,0,-1.44,-0.96,-0.48
Deyonta Davis,2017-18,MEM,Roll + Cut Big,943,C,21,-2.05,-0.97,-1.09,0.2,-0.85,-1.23,0.38
Georges Niang,2021-22,PHI,Stationary Shooter,"1,736",PF,28,-2.07,-0.97,-1.1,0.3,-1.99,-0.93,-1.06
MarShon Brooks,2018-19,MEM,Secondary Ball Handler,387,SG,30,-2.23,-0.97,-1.26,0,-2.32,-1.07,-1.25
Luke Babbitt,2011-12,POR,Stationary Shooter,537,SF,22,-2.42,-0.97,-1.45,-0.1,-1.56,-0.67,-0.89
Torrey Craig,2020-21,MIL/PHO,Stretch Big,803,SF,30,-2.46,-0.97,-1.49,0,-0.51,-0.83,0.32
Kevin Garnett,2014-15,TOT,Post Scorer,952,PF,38,2.3,-0.98,3.27,3,0.96,-1,1.96
Alex Caruso,2020-21,LAL,Secondary Ball Handler,"1,216",PG,26,1.61,-0.98,2.59,3.1,-0.61,-1.52,0.91
Nene,2013-14,WAS,Post Scorer,"1,560",PF,31,0.82,-0.98,1.81,3.3,0.33,-0.56,0.88
Thabo Sefolosha,2017-18,UTA,Athletic Finisher,806,SF,33,0.26,-0.98,1.24,1.4,0.51,-0.39,0.9
Josh Harrellson,2013-14,DET,Stretch Big,317,C,24,-0.21,-0.98,0.77,0.4,-0.62,-1.1,0.47
JaVale McGee,2015-16,DAL,Roll + Cut Big,370,C,28,-0.6,-0.98,0.38,0.4,0.16,-0.67,0.83
Wilson Chandler,2011-12,DEN,Shot Creator,215,SF,24,-0.66,-0.98,0.32,0.2,-0.66,-0.91,0.25
Nate Robinson,2015-16,NOP,Secondary Ball Handler,23,PG,31,-0.68,-0.98,0.3,0,-0.52,-0.84,0.32
Josh McRoberts,2014-15,MIA,Athletic Finisher,296,PF,27,-0.78,-0.98,0.2,0.3,-1.04,-1.19,0.14
Mindaugas Kuzminskas,2017-18,NYK,Roll + Cut Big,2,SF,28,-0.83,-0.98,0.14,0,-0.8,-0.91,0.11
Xavier Munford,2015-16,MEM,Secondary Ball Handler,244,SG,23,-0.85,-0.98,0.13,0.2,-1.32,-1.23,-0.09
Jerel McNeal,2014-15,PHO,Slasher,36,PG,27,-0.88,-0.98,0.11,0,-0.94,-0.86,-0.07
Ish Smith,2012-13,MIL/ORL,Primary Ball Handler,516,PG,24,-0.89,-0.98,0.09,0.5,-1.42,-1.16,-0.26
Dzanan Musa,2018-19,BRK,Secondary Ball Handler,39,SG,19,-0.91,-0.98,0.07,0,-1.15,-1.23,0.07
David Andersen,2009-10,HOU,Post Scorer,891,C,29,-0.95,-0.98,0.02,0.8,-1.33,-1.03,-0.3
Alan Anderson,2014-15,BRK,Stationary Shooter,"1,744",SG,32,-1.12,-0.98,-0.14,1.3,-1.51,-0.97,-0.54
Jordan Farmar,2016-17,SAC,Secondary Ball Handler,35,PG,30,-1.12,-0.98,-0.14,0,-0.99,-1.01,0.02
Justin Hamilton,2016-17,BRK,Stretch Big,"1,177",C,26,-1.16,-0.98,-0.18,0.9,-0.81,-0.79,-0.03
Isaac Bonga,2021-22,TOR,Stretch Big,69,SF,22,-1.24,-0.98,-0.26,0.1,-1.13,-0.91,-0.22
Damion James,2013-14,SAS,Off Screen Shooter,50,SF,26,-1.37,-0.98,-0.39,0,-1.49,-1.23,-0.26
E'Twaun Moore,2015-16,CHI,Secondary Ball Handler,"1,263",SG,26,-1.37,-0.98,-0.39,0.8,-1.71,-1.22,-0.5
Antoine Wright,2009-10,TOR,Secondary Ball Handler,"1,392",SF,25,-1.53,-0.98,-0.55,0.7,-2,-1.02,-0.97
Joe Wieskamp,2021-22,SAS,Movement Shooter,205,SG,22,-1.55,-0.98,-0.57,0.1,-2.01,-1.33,-0.68
Reggie Perry,2021-22,POR/IND,Roll + Cut Big,187,PF,22,-1.6,-0.98,-0.61,0.1,-0.81,-0.8,-0.02
Shannon Brown,2014-15,MIA,Secondary Ball Handler,89,SG,29,-1.62,-0.98,-0.64,0,-1.32,-0.96,-0.35
Will Bynum,2011-12,DET,Shot Creator,514,PG,29,-1.64,-0.98,-0.66,0.2,-1.27,-0.89,-0.37
Morris Peterson,2009-10,NOH,Stationary Shooter,973,SG,32,-1.66,-0.98,-0.68,0.4,-0.72,-0.44,-0.28
Will Barton,2018-19,DEN,Secondary Ball Handler,"1,189",SF,28,-1.67,-0.98,-0.69,0.5,-0.92,-0.71,-0.21
